"estimand","target","arm","cells","scored","mean_spearman","median_spearman","cells_positive","mean_wmae"
"country","level","domain_index",22,22,0.281044773647006,0.267329102333112,17,NA
"country","level","sl_disc",22,21,0.258976511622721,0.319767441860465,17,NA
"country","level","sl_nnls",22,22,0.274790026296142,0.333556187766714,16,NA
"country","level","sl_rank_disc",22,22,0.269605566533362,0.331607396870555,16,NA
"country","level","sl_rank_nnls",22,22,0.283491414379223,0.357140825035562,16,NA
"country","level","sl_lrn_mean",22,0,NA,NA,0,NA
"country","level","sl_lrn_lasso",22,22,0.31035714759763,0.305494505494506,21,NA
"country","level","sl_lrn_enet",22,22,0.29403301993153,0.294989372658093,21,NA
"country","level","sl_lrn_ridge",22,22,0.288077952575572,0.307788526162519,18,NA
"country","level","sl_lrn_ranger",22,22,0.254485601385857,0.290777397112179,18,NA
"country","level","sl_lrn_xgb",22,22,0.199929304628481,0.218843405992564,18,NA
"country","level","sl_lrn_domain_index",22,22,0.281044773647006,0.267329102333112,17,NA
"country","level","sl_lrn_domain_pc_ridge",22,22,0.247803423670661,0.264516497936707,19,NA
"country","level","sl_lrn_domain_pc_enet",22,21,0.205471722439967,0.30989010989011,17,NA
"country","level","sl_lrn_domain_pc1_ols",22,22,0.15632629514167,0.191973042995497,14,NA
"country","level","sl_lrn_hapc",22,22,0.226067984222805,0.31629441451272,15,NA
"country","level","sl_lrn_hapc_lasso",22,22,0.283805819017344,0.354787370582699,18,NA
"country","level","ridge_min",22,22,0.27251070175512,0.339769097456811,18,NA
"country","level","domain_enet",22,22,0.252968466156407,0.291210510684195,19,NA
"country","prev","domain_index",22,22,0.188090391728472,0.175239014652033,16,NA
"country","prev","sl_disc",22,20,0.171720810981446,0.154474286360372,15,NA
"country","prev","sl_nnls",22,21,0.200524872306243,0.195604395604396,17,NA
"country","prev","sl_rank_disc",22,18,0.162756591592836,0.151249544158401,12,NA
"country","prev","sl_rank_nnls",22,22,0.139950048478914,0.13710575392167,17,NA
"country","prev","sl_lrn_mean",22,0,NA,NA,0,NA
"country","prev","sl_lrn_lasso",22,20,0.101538501389384,0.129887101026276,15,NA
"country","prev","sl_lrn_enet",22,21,0.126714118262953,0.160500777521691,16,NA
"country","prev","sl_lrn_ridge",22,20,0.179727954305601,0.126523054440483,14,NA
"country","prev","sl_lrn_ranger",22,22,0.110800294999491,0.107809702455021,15,NA
"country","prev","sl_lrn_xgb",22,22,0.0848494882936716,0.0465152054263818,14,NA
"country","prev","sl_lrn_domain_index",22,22,0.188090391728472,0.175239014652033,16,NA
"country","prev","sl_lrn_domain_pc_ridge",22,21,0.133410912221205,0.134946795813589,13,NA
"country","prev","sl_lrn_domain_pc_enet",22,18,0.165463846385772,0.13013133432322,15,NA
"country","prev","sl_lrn_domain_pc1_ols",22,22,0.0755243694084649,0.082028970595186,14,NA
"country","prev","sl_lrn_hapc",22,22,0.0825715702511837,0.0268305754264812,11,NA
"country","prev","sl_lrn_hapc_lasso",22,22,0.172319236769926,0.179223514530495,15,NA
"country","prev","ridge_min",22,22,0.174697469102319,0.123713030834737,15,NA
"country","prev","domain_enet",22,20,0.140290939858903,0.145456867078974,14,NA
"infill","level","domain_index",24,18,0.393171425807709,0.409912220727651,16,0.209027237561912
"infill","level","sl_disc",24,18,0.358355778383435,0.399589961429209,16,0.172612133733085
"infill","level","sl_nnls",24,18,0.385264042906753,0.403577913774385,16,0.171078109186318
"infill","level","sl_rank_disc",24,18,0.378310091914205,0.392843357356505,17,0.183605989708261
"infill","level","sl_rank_nnls",24,18,0.383178074427,0.40566914083453,16,0.172307248590632
"infill","level","sl_lrn_mean",24,18,-0.216045833730848,-0.213242782245778,0,0.200698245949496
"infill","level","sl_lrn_lasso",24,18,0.285746037926961,0.324951571862474,14,0.176960785502975
"infill","level","sl_lrn_enet",24,18,0.313046771110977,0.370580301815265,15,0.174448811478796
